ident,category,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,gps_code,iata_code,local_code
3CA9,small_airport,Clark Ranch Airport,36.36330032,-121.3099976,276,NA,US,US-CA,Soledad,3CA9,,3CA9
3CL0,heliport,Uc Davis Medical Center Tower Ii Heliport,38.55469894,-121.4560013,236,NA,US,US-CA,Sacramento,3CL0,,3CL0
3CL1,heliport,Metropolitan Water District Heliport,34.0544014,-118.2369995,465,NA,US,US-CA,Los Angeles,3CL1,,3CL1
3CL2,small_airport,Meadow Airstrip,40.15639877,-122.302002,345,NA,US,US-CA,Red Bluff,3CL2,,3CL2
3CL3,heliport,World Trade Center Heliport,33.77780151,-118.1999969,398,NA,US,US-CA,Long Beach,3CL3,,3CL3
3CL4,heliport,Super Bowl Heliport,34.17279816,-118.1709976,960,NA,US,US-CA,Pasadena,3CL4,,3CL4
3CL5,heliport,Chase Plaza Heliport,34.03720093,-118.2580032,412,NA,US,US-CA,Los Angeles,3CL5,,3CL5
3CL6,heliport,Long Point Heliport,33.73699951,-118.3939972,85,NA,US,US-CA,Rancho Palos Verdes,3CL6,,3CL6
3CL7,heliport,Raleigh Enterprises Heliport,34.03609848,-118.4420013,200,NA,US,US-CA,Los Angeles,3CL7,,3CL7
3CL8,heliport,Toyota Helistop,33.85639954,-118.3130035,60,NA,US,US-CA,Torrance,3CL8,,3CL8
3CL9,heliport,Sce Northern Division Heliport,34.2881012,-119.1689987,273,NA,US,US-CA,San Buenaventura,3CL9,,3CL9
3CN2,heliport,Santa Barbara Cottage Hospital Heliport,34.43,-119.724166,201,NA,US,US-CA,Santa Barbara,3CN2,,3CN2
3CO0,small_airport,Sky Island Ranch Airport,38.73749924,-108.0059967,5300,NA,US,US-CO,Delta,3CO0,,3CO0
3CO1,small_airport,Cridler Field,38.84830093,-107.8330002,6460,NA,US,US-CO,Hotchkiss,3CO1,,3CO1
3CO2,small_airport,Mertens Airport,40.61750031,-103.3330002,4192,NA,US,US-CO,Sterling,3CO2,,3CO2
3CO3,heliport,Sterling Regional Medical Center Heliport,40.61249924,-103.2200012,3946,NA,US,US-CO,Sterling,3CO3,,3CO3
3CO4,small_airport,Tercio Ranch Airstrip,37.07089996,-105.0189972,7957,NA,US,US-CO,Stonewall,3CO4,,3CO4
3CO5,heliport,Texas Creek Heliport,38.40940094,-105.5849991,6250,NA,US,US-CO,Texas Creek,3CO5,,3CO5
3CO7,small_airport,Dietrichs Airport,39.33250046,-104.5660019,6780,NA,US,US-CO,Elizabeth,3CO7,,3CO7
3CO8,heliport,E.P.M.C. Heliport,40.37170029,-105.5159988,7674,NA,US,US-CO,Estes Park,3CO8,,3CO8
3CO9,heliport,D B Smith Memorial Heliport,38.71250153,-105.1419983,9710,NA,US,US-CO,Victor,3CO9,,3CO9
3D1,small_airport,Crivitz Municipal Airport,45.21419907,-88.07319641,731,NA,US,US-WI,Crivitz,3D1,,3D1
3D2,small_airport,Ephraim-Fish Creek Airport,45.13539886,-87.18589783,773,NA,US,US-WI,Ephraim,3D2,,3D2
3D8,small_airport,Bordner Airport,41.33599854,-83.72319794,690,NA,US,US-OH,Bowling Green,3D8,,3D8
3DA,small_airport,Dalton Airport,43.05250168,-83.80490112,733,NA,US,US-MI,Flushing,3DA,,3DA
3.00E+07,small_airport,Pronger Bros Ranch Airport,36.2195015,-102.1039963,3722,NA,US,US-TX,Stratford,3.00E+07,,3.00E+07
3EV,small_airport,Skylane Airport,38.01169968,-87.59470367,380,NA,US,US-IN,Evansville,3EV,,3EV
3EX,small_airport,Excelsior Springs Memorial Airport,39.33720016,-94.1977005,997,NA,US,US-MO,Excelsior Springs,3EX,,3EX
3F5,small_airport,Forest Hill Airport,42.91230011,-84.67549896,775,NA,US,US-MI,Westphalia,3F5,,3F5
3FA2,heliport,Fly High Heliport,28.345833,-81.664444,115,NA,US,US-FL,Kissimmee,3FA2,,3FA2
3FA3,heliport,Southfork Heliport,28.226944,-81.366528,80,NA,US,US-FL,Saint Cloud,3FA3,,3FA3
3FA4,heliport,Gulf Coast Medical Center Heliport,26.54405556,-81.84880556,18,NA,US,US-FL,Fort Myers,3FA4,,3FA4
3FA8,seaplane_base,Searey Central SPB,28.766111,-81.74611,67,NA,US,US-FL,Tavares,3FA8,,3FA8
3FD0,small_airport,Last Chance Ranch Airport,27.02169991,-81.45120239,70,NA,US,US-FL,Lake Placid,3FD0,,3FD0
3FD1,closed,Tampa Bay Executive Airport,28.18799973,-82.62560272,41,NA,US,US-FL,New Port Richey,3FD1,,3FD1
3FD2,heliport,L R M C Emergency Helistop,28.80830002,-81.86699677,75,NA,US,US-FL,Leesburg,3FD2,,3FD2
3FD3,heliport,Holmes Regional Medical Center Heliport,28.08779907,-80.61370087,40,NA,US,US-FL,Melbourne,3FD3,,3FD3
3FD4,small_airport,Florida Flying Gators Ultralightport,28.62779999,-81.80290222,30,NA,US,US-FL,Minneola,3FD4,,3FD4
3FD5,heliport,Arnold Palmer Hospital Heliport,28.52249908,-81.38030243,150,NA,US,US-FL,Orlando,3FD5,,3FD5
3FD6,small_airport,Tradewinds Aerodrome,28.76420021,-80.85389709,5,NA,US,US-FL,Scottsmoor,3FD6,,3FD6
3FD7,heliport,Indian River Memorial Hospital Heliport,27.66390038,-80.39620209,11,NA,US,US-FL,Vero Beach,3FD7,,3FD7
3FD8,heliport,West Boca Medical Center Heliport,26.35560036,-80.20030212,20,NA,US,US-FL,Boca Raton,3FD8,,3FD8
3FD9,seaplane_base,Prairie Lake Private Res Sp Mooring Facility,28.65670013,-81.35340118,86,NA,US,US-FL,Altamonte Springs,3FD9,,3FD9
3FK,small_airport,Franklin Flying Field,39.42639923,-86.0582962,740,NA,US,US-IN,Franklin,3FK,,3FK
3FL0,small_airport,Mount Royal Airport,29.43610001,-81.65670013,60,NA,US,US-FL,Welaka,3FL0,,3FL0
3FL1,small_airport,Two J's Flying Ranch Airport,28.45249939,-82.20780182,60,NA,US,US-FL,Dade City,3FL1,,3FL1
3FL2,heliport,Florida Hospital-Fish Memorial Heliport,28.91469955,-81.28469849,45,NA,US,US-FL,Orange City,3FL2,,3FL2
3FL3,heliport,Sheriff's Operation Center Heliport,29.19330025,-82.17510223,70,NA,US,US-FL,Ocala,3FL3,,3FL3
3FL4,heliport,Knobel Heliport,28.24850082,-80.66200256,38,NA,US,US-FL,Cocoa,3FL4,,3FL4
3FL5,small_airport,Mills Ranch South Airport,27.77829933,-80.92189789,60,NA,US,US-FL,Kenansville,3FL5,,3FL5
3FL6,heliport,Wink Tv Heliport,26.6508007,-81.85559845,6,NA,US,US-FL,Fort Myers,3FL6,,3FL6
3FL7,heliport,Mack Bayor Airheart Heliport,30.37719917,-86.30560303,17,NA,US,US-FL,Destin,3FL7,,3FL7
3FL8,small_airport,Hart Airport,30.94630051,-85.27380371,125,NA,US,US-FL,Malone,3FL8,,3FL8
3FL9,heliport,Sun N Lake Heliport,27.53860092,-81.50980377,156,NA,US,US-FL,Sebring,3FL9,,3FL9
3G8,small_airport,Gen-Airpark,41.43980026,-90.11009979,645,NA,US,US-IL,Geneseo,3G8,,3G8
3G9,small_airport,Butler Farm Show Airport,40.8526001,-79.97480011,1333,NA,US,US-PA,Butler,3G9,,3G9
3GA0,small_airport,Grant Airport,33.52750015,-84.1568985,790,NA,US,US-GA,Stockbridge,3GA0,,3GA0
3GA1,small_airport,Prattsburg Airport,32.72510147,-84.35829926,554,NA,US,US-GA,Talbotton,3GA1,,3GA1
3GA2,heliport,Tanner Medical Center Heliport,33.57009888,-85.07489777,1062,NA,US,US-GA,Carrollton,3GA2,,3GA2
3GA3,small_airport,Warren Field,34.871111,-85.4375,1866,NA,US,US-GA,Lookout Mountain,3GA3,,3GA3
3GA4,heliport,Stonewall Heliport,33.60089874,-84.54910278,1020,NA,US,US-GA,Union City,3GA4,,3GA4
3GA5,small_airport,Diamond R Ranch Airport,33.63710022,-84.938797,1213,NA,US,US-GA,Villa Rica,3GA5,,3GA5
3GA6,small_airport,Erlen Airport,33.5705986,-84.89830017,1044,NA,US,US-GA,Whitesburg,3GA6,,3GA6
3GA7,small_airport,Rhodes Air Ranch Airport,33.16249847,-81.76830292,195,NA,US,US-GA,Waynesboro,3GA7,,3GA7
3GA8,small_airport,Cauley's Airstrip,32.32939911,-82.63500214,251,NA,US,US-GA,Soperton,3GA8,,3GA8
3GA9,small_airport,Vintage Field,33.13349915,-84.37740326,873,NA,US,US-GA,Zebulon,3GA9,,3GA9
3GE1,heliport,Okefenokee Heliport,30.73749924,-82.12670135,125,NA,US,US-GA,Folkston,3GE1,,3GE1
3GE2,heliport,Williams Heliport,33.82080078,-84.12809753,990,NA,US,US-GA,Stone Mountain,3GE2,,3GE2
3GE3,small_airport,Broad River Air Park,34.41189957,-83.18419647,690,NA,US,US-GA,Carnesville,3GE3,,3GE3
3GE4,small_airport,Fox Mountain Airport,34.72999954,-85.54190063,925,NA,US,US-GA,Rising Fawn,3GE4,,3GE4
3GE5,heliport,Rockdale Hospital Heliport,33.68050003,-84.00260162,865,NA,US,US-GA,Conyers,3GE5,,3GE5
3GE6,heliport,Wellstar Douglas Hospital Heliport,33.73889923,-84.73280334,1120,NA,US,US-GA,Douglasville,3GE6,,3GE6
3GE7,small_airport,Eden Field,31.41270065,-81.43730164,30,NA,US,US-GA,Darien,3GE7,,3GE7
3GE8,small_airport,Prater Ranch Airport,33.84349823,-82.47899628,460,NA,US,US-GA,Lincolnton,3GE8,,3GE8
3GE9,small_airport,Holly Farm Airport,34.13999939,-84.37809753,900,NA,US,US-GA,Woodstock,3GE9,,3GE9
3H3,seaplane_base,Cottonwood Lake Seaplane Base,61.59759903,-149.3159943,300,NA,US,US-AK,Wasilla,3H3,,3H3
3H5,small_airport,Erie Air Park,41.67919922,-90.0786972,600,NA,US,US-IL,Erie,3H5,,3H5
3I1,small_airport,Elwood Airport,40.25279999,-85.83329773,866,NA,US,US-IN,Elwood,3I1,,3I1
3IA0,heliport,Washington County Hospital Heliport,41.28919983,-91.68769836,760,NA,US,US-IA,Washington,3IA0,,3IA0
3IA1,small_airport,Whites Airport,41.96080017,-93.11990356,1050,NA,US,US-IA,Melbourne,3IA1,,3IA1
3IA2,heliport,Greene County Medical Center Heliport,42.01670074,-94.38770294,1050,NA,US,US-IA,Jefferson,3IA2,,3IA2
3IA3,heliport,Des Moines General Hospital Heliport,41.59420013,-93.60079956,889,NA,US,US-IA,Des Moines,3IA3,,3IA3
3IA4,small_airport,Robinson Airport,41.5318985,-95.94200134,1000,NA,US,US-IA,Missouri Valley,3IA4,,3IA4
3IA5,small_airport,Kerr Airport,42.87720108,-95.88249969,1450,NA,US,US-IA,Marcus,3IA5,,3IA5
3IA6,heliport,Ottumwa Hospital Heliport,41.02890015,-92.39070129,845,NA,US,US-IA,Ottumwa,3IA6,,3IA6
3IA7,heliport,Daec Heliport,42.10189819,-91.77709961,753,NA,US,US-IA,Palo,3IA7,,3IA7
3IA8,heliport,Kah Heliport,40.4070015,-91.38710022,617,NA,US,US-IA,Keokuk,3IA8,,3IA8
3IA9,small_airport,Rake Airport,43.47579956,-93.90720367,1180,NA,US,US-IA,Rake,3IA9,,3IA9
3ID2,small_airport,The Last Resort Airport,46.350675,-115.977,3155,NA,US,US-ID,Weippe,3ID2,,3ID2
3ID4,heliport,Health Center Heliport,42.95410156,-115.3050003,2560,NA,US,US-ID,Glenns Ferry,3ID4,,3ID4
3ID7,small_airport,Indian Creek Ranch Airport,43.47600174,-116.4039993,2674,NA,US,US-ID,Kuna,3ID7,,3ID7
3IG3,small_airport,Terry's Airport,41.17020035,-85.42160034,850,NA,US,US-IN,Columbia City,3IG3,,3IG3
3II0,small_airport,Fremont (Murphy) Airport,41.69108485,-84.86425638,1050,NA,US,US-IN,Fremont,3II0,,3II0
3II1,small_airport,Shenandoah Flying Field,39.41669846,-86.63580322,720,NA,US,US-IN,Gosport,3II1,,3II1
3II2,small_airport,Fifer Field,38.21279907,-87.91950226,445,NA,US,US-IN,Griffin,3II2,,3II2
3II3,small_airport,Basting Airport,41.0870018,-84.8411026,755,NA,US,US-IN,Woodburn,3II3,,3II3
3II4,heliport,Lafayette Home Hospital Heliport,40.4197998,-86.86669922,680,NA,US,US-IN,Lafayette,3II4,,3II4
3II5,small_airport,Stout Field,41.08390045,-86.77330017,700,NA,US,US-IN,Medaryville,3II5,,3II5
3II6,heliport,Hawthorn Mine Heliport,38.93199921,-87.24060059,533,NA,US,US-IN,Pleasantville,3II6,,3II6
3II7,heliport,Army Aviation Support Facility Heliport,39.58340073,-85.80000305,790,NA,US,US-IN,Shelbyville,3II7,,3II7
3II8,small_airport,Birkey Private Airport,41.44229889,-86.26110077,796,NA,US,US-IN,Bremen,3II8,,3II8
3II9,small_airport,Dick's Strip,41.09730148,-85.24220276,850,NA,US,US-IN,Arcola,3II9,,3II9
3IL0,heliport,Patten Industries Heliport,41.92292921,-87.96278246,695,NA,US,US-IL,Elmhurst,3IL0,,3IL0
3IL1,small_airport,Silver Creek Gliderport,38.9253006,-89.66220093,595,NA,US,US-IL,New Douglas,3IL1,,3IL1
3IL2,small_airport,Sweedler Airport,41.41230011,-88.04869843,669,NA,US,US-IL,Elwood,3IL2,,3IL2
3IL3,heliport,Stillman Fire Heliport,42.10559845,-89.1832962,720,NA,US,US-IL,Stillman Valley,3IL3,,3IL3
3IL4,heliport,Maaks Heliport,40.13140106,-89.59320068,527,NA,US,US-IL,Middletown,3IL4,,3IL4
3IL5,heliport,Illinois State Fair Heliport,39.83580017,-89.63970184,580,NA,US,US-IL,Springfield,3IL5,,3IL5
3IL6,heliport,Pinckneyville Correctional Center Heliport,38.08330154,-89.31999969,463,NA,US,US-IL,Pinckneyville,3IL6,,3IL6
3IL7,small_airport,Home Free Airport,41.80339813,-89.02179718,819,NA,US,US-IL,Steward,3IL7,,3IL7
3IL8,heliport,Evanston Hospital-Golf Course Site Heliport,42.06480026,-87.68450165,610,NA,US,US-IL,Evanston,3IL8,,3IL8
3IL9,small_airport,Sugar Creek Farm Airport,40.26940155,-89.30220032,600,NA,US,US-IL,Atlanta,3IL9,,3IL9
3IN2,small_airport,Dupouy Airport,40.4192009,-85.85610199,860,NA,US,US-IN,Point Isabel,3IN2,,3IN2
3IN3,small_airport,Carlson Farm Airport,41.52310181,-87.16390228,690,NA,US,US-IN,Portage,3IN3,,3IN3
3IN4,small_airport,Johnson Airport,40.77500153,-85.33889771,830,NA,US,US-IN,Markle,3IN4,,3IN4
3IN5,small_airport,Pippenger Airport,41.31689835,-85.37139893,980,NA,US,US-IN,Albion,3IN5,,3IN5
3IN6,small_airport,Holloway Field,38.588333,-85.505833,750,NA,US,US-IN,New Washington,3IN6,,3IN6
3IN7,small_airport,Chain-O-Lakes Airport,41.66249847,-86.35420227,743,NA,US,US-IN,South Bend,3IN7,,3IN7
3IN8,small_airport,Ddt Field,41.20470047,-86.34580231,823,NA,US,US-IN,Culver,3IN8,,3IN8
3IN9,small_airport,Thomas Airport,40.15140152,-86.11920166,890,NA,US,US-IN,Cicero,3IN9,,3IN9
3IS1,small_airport,Mc Coy Airport,39.70000076,-89.20899963,615,NA,US,US-IL,Blue Mound,3IS1,,3IS1
3IS2,small_airport,Earp Airport,40.74060059,-90.66960144,740,NA,US,US-IL,Roseville,3IS2,,3IS2
3IS3,small_airport,Noland RLA Restricted Landing Area,39.73339844,-89.15010071,600,NA,US,US-IL,Blue Mound,3IS3,,3IS3
3IS4,small_airport,Merkle Airport,42.28889847,-90.34539795,970,NA,US,US-IL,Hanover,3IS4,,3IS4
3IS5,small_airport,Holmes Airport,39.68450165,-89.59870148,590,NA,US,US-IL,Pawnee,3IS5,,3IS5
3IS6,small_airport,Davy Jones /Private/ Airport,38.22280121,-88.88279724,500,NA,US,US-IL,Bonnie,3IS6,,3IS6
3IS7,small_airport,Foote Airport,41.08670044,-89.09590149,650,NA,US,US-IL,Wenona,3IS7,,3IS7
3IS8,small_airport,Rinkenberger Restricted Landing Area,41.23089981,-89.61569977,808,NA,US,US-IL,Bradford,3IS8,BDF,3IS8
3IS9,heliport,Grand Tower Heliport,37.63280106,-89.5062027,370,NA,US,US-IL,Grand Tower,3IS9,,3IS9
3J6,small_airport,Davis Field,30.79750061,-82.02760315,68,NA,US,US-GA,Folkston,3J6,,3J6
3JY2,heliport,Cherry Hill Heliport,40.8705,-74.44325,3,NA,US,US-NJ,Parsippany-Troy Hills,3JY2,,3JY2
3K0,heliport,Skilak Blm Helistop,60.4803009,-150.4550018,275,NA,US,US-AK,Skilak Guard Station,3K0,,3K0
3K4,small_airport,Hillsboro Municipal Airport,39.14450073,-89.45700073,637,NA,US,US-IL,Hillsboro,3K4,,3K4
3K9,seaplane_base,Upper Wasilla Lake Seaplane Base,61.58869934,-149.3849945,330,NA,US,US-AK,Wasilla,3K9,,3K9
3KK,small_airport,Kankakee Airport,41.09999847,-87.91670227,625,NA,US,US-IL,Kankakee,3KK,,3KK
3KS0,heliport,Stormont-Vail Hospital Heliport,39.05250168,-95.69550323,920,NA,US,US-KS,Topeka,3KS0,,3KS0
3KS1,small_airport,Mesa Verde Airport,39.1556015,-95.74330139,1080,NA,US,US-KS,Topeka,3KS1,,3KS1
3KS3,small_airport,Rogers Airport,37.40000153,-97.19200134,1210,NA,US,US-KS,Udall,3KS3,,3KS3
3KS4,small_airport,Eveleigh Farms Airport,37.76779938,-101.4349976,3207,NA,US,US-KS,Ulysses,3KS4,,3KS4
3KS5,small_airport,High Point Airport,37.84271559,-97.35144138,1395,NA,US,US-KS,Valley Center,3KS5,,3KS5
3KS6,heliport,St Mary Hospital Heliport,39.2018013,-96.60079956,1150,NA,US,US-KS,Manhattan,3KS6,,3KS6
3KS7,small_airport,Berwick Airport,37.82920074,-97.34889984,1400,NA,US,US-KS,Valley Center,3KS7,,3KS7
3KS8,small_airport,Reed-Wilsonton Airport,37.25650024,-95.33360291,920,NA,US,US-KS,Altamont,3KS8,,3KS8
3KY0,small_airport,Lamar Field,37.89670181,-86.78939819,410,NA,US,US-KY,Hawesville,3KY0,,3KY0
3KY1,small_airport,Goode Airpark,37.64139938,-87.13169861,395,NA,US,US-KY,Utica,3KY1,,3KY1
3KY2,small_airport,Chesnut Knolls Airport,37.15110016,-84.25749969,1265,NA,US,US-KY,London,3KY2,,3KY2
3KY3,small_airport,Mason Valley Airport,38.03829956,-85.35939789,510,NA,US,US-KY,Taylorsville,3KY3,,3KY3
3KY4,small_airport,Craw Daddy Landing Airport,38.67279816,-85.18280029,460,NA,US,US-KY,Carrollton,3KY4,,3KY4
3KY5,heliport,Carroll County Hospital Heliport,38.68330002,-85.16670227,480,NA,US,US-KY,Carrollton,3KY5,,3KY5
3KY6,small_airport,Russell Airport,38.0306015,-86.23169708,430,NA,US,US-KY,Battletown,3KY6,,3KY6
3KY7,small_airport,Eagle's Nest Airport,38.10329819,-86.45690155,450,NA,US,US-KY,Battletown,3KY7,,3KY7
3KY8,heliport,Fidelity Heliport,39.0279007,-84.5243988,756,NA,US,US-KY,Covington,3KY8,,3KY8
3KY9,small_airport,Miles Field,38.125,-85.125,850,NA,US,US-KY,Shelbyville,3KY9,,3KY9
3L1,seaplane_base,Charlie Hammonds Seaplane Base,29.58989906,-90.71340179,5,NA,US,US-LA,Houma,3L1,,3L1
3L7,small_airport,Flying M Ranch Airport,44.73830032,-83.37969971,830,NA,US,US-MI,Lincoln,3L7,,3L7
3LA0,small_airport,Harrington Flying Service Airport,29.91970062,-92.24739838,10,NA,US,US-LA,Kaplan,3LA0,,3LA0
3LA1,small_airport,Wilder Airport,30.55850029,-92.8042984,55,NA,US,US-LA,Kinder,3LA1,,3LA1
3LA2,seaplane_base,Southern Natural Gas Co. Seaplane Base,30.28079987,-89.95420074,0,NA,US,US-LA,Lacombe,3LA2,,3LA2
3LA3,small_airport,La Coste Construction County Airport,30.50239944,-91.24289703,34,NA,US,US-LA,Baton Rouge,3LA3,,3LA3
3LA4,small_airport,Little Pecan Island Airport,29.80019951,-92.80010223,5,NA,US,US-LA,Lake Arthur,3LA4,,3LA4
3LA5,heliport,Petroleum Helicopters Heliport,30.21689987,-93.15380096,10,NA,US,US-LA,Lake Charles,3LA5,,3LA5
3LA6,small_airport,Morgan Crop Service Nr 2 Airport,30.13769913,-93.07929993,12,NA,US,US-LA,Lake Charles,3LA6,,3LA6
3LA7,heliport,Variable Bor Ram Heliport,30.076753,-91.948969,30,NA,US,US-LA,Broussard,3LA7,,3LA7
3LA8,small_airport,Open A-1 Ranch Airport,30.13850021,-93.22789764,16,NA,US,US-LA,Lake Charles,3LA8,,3LA8
3LA9,small_airport,Morgan Crop Service Airport,30.22940063,-93.08850098,12,NA,US,US-LA,Lake Charles,3LA9,,3LA9
3LL0,small_airport,Miller Airport,42.49169922,-89.09590149,760,NA,US,US-IL,South Beloit,3LL0,,3LL0
3LL1,small_airport,Herschel Hunter Airport,38.22230148,-89.70429993,470,NA,US,US-IL,Marissa,3LL1,,3LL1
3LL2,heliport,Hammond-Henry Hospital Heliport,41.46110153,-90.1568985,650,NA,US,US-IL,Geneseo,3LL2,,3LL2
3LL3,small_airport,Kibler Airport,39.44609833,-87.64450073,588,NA,US,US-IL,Marshall,3LL3,,3LL3
3LL4,small_airport,Pillow Hill Airport,42.44720078,-88.20149994,815,NA,US,US-IL,Spring Grove,3LL4,,3LL4
3LL5,small_airport,Richardson Field,42.46450043,-88.23429871,860,NA,US,US-IL,Spring Grove,3LL5,,3LL5
3LL6,small_airport,Bickel Airport,38.335,-89.769722,530,NA,US,US-IL,New Athens,3LL6,,3LL6
3LL7,heliport,St Margarets Hospital Heliport,41.32500076,-89.19730377,625,NA,US,US-IL,Spring Valley,3LL7,,3LL7
3LL8,small_airport,Mc Leansboro Airport,38.07419968,-88.53759766,415,NA,US,US-IL,Mc Leansboro,3LL8,,3LL8
3LL9,small_airport,Compton Airport,38.80419922,-89.60890198,535,NA,US,US-IL,Pocahontas,3LL9,,3LL9
3LS7,small_airport,Bock Farms Airport,39.9864006,-89.51170349,592,NA,US,US-IL,Williamsville,3LS7,,3LS7
3M0,small_airport,Gastons Airport,36.34870148,-92.55709839,479,NA,US,US-AR,Lakeview,3M0,,3M0
3M1,heliport,Hermitage Lions Heliport,37.94720078,-93.33360291,902,NA,US,US-MO,Hermitage,3M1,,3M1
3M5,small_airport,Moontown Airport,34.74729919,-86.46140289,650,NA,US,US-AL,Huntsville,3M5,,3M5
3MA0,heliport,Compaq Woburn Heliport,42.50979996,-71.13639832,80,NA,US,US-MA,Woburn,3MA0,,3MA0
3MA1,heliport,Marlborough Hospital Heliport,42.35620117,-71.55509949,520,NA,US,US-MA,Marlborough,3MA1,,3MA1
3MA2,small_airport,Baines Airport,42.31620026,-73.03199768,1160,NA,US,US-MA,Middlefield,3MA2,,3MA2
3MA3,heliport,Seapuit Heliport,41.61149979,-70.41529846,20,NA,US,US-MA,Barnstable,3MA3,,3MA3
3MA4,heliport,North Chatham Heliport,41.71480179,-69.9661026,10,NA,US,US-MA,Chatham,3MA4,,3MA4
3MA5,small_airport,Westport Airport,41.54320145,-71.03530121,80,NA,US,US-MA,Westport,3MA5,,3MA5
3MA6,heliport,Happy Heliport,41.58369827,-71.04060364,127,NA,US,US-MA,Dartmouth,3MA6,,3MA6
3MA7,heliport,Gear Plant Heliport,42.45230103,-70.96559906,10,NA,US,US-MA,Lynn,3MA7,,3MA7
3MA8,heliport,Sadler Hill Heliport,42.62229919,-70.65229797,125,NA,US,US-MA,Gloucester,3MA8,,3MA8
3MA9,heliport,Marston Mills Heliport,41.64039993,-70.40779877,10,NA,US,US-MA,Marston Mills,3MA9,,3MA9
3MD0,small_airport,Burhans Memorial Airport,39.34820175,-77.33609772,490,NA,US,US-MD,Frederick,3MD0,,3MD0
3MD1,heliport,Southern Md Hospital Center Heliport,38.74810028,-76.87719727,270,NA,US,US-MD,Clinton,3MD1,,3MD1
3MD2,heliport,Garrett County Memorial Hospital Heliport,39.41320038,-79.40119934,2457,NA,US,US-MD,Oakland,3MD2,,3MD2
3MD3,heliport,Hoopers Heliport,38.31150055,-75.12049866,3,NA,US,US-MD,Ocean City,3MD3,,3MD3
3MD4,small_airport,Fairview Airport,38.9776001,-76.63939667,150,NA,US,US-MD,Annapolis,3MD4,,3MD4
3MD5,small_airport,Hidden Hills Airport,38.62120056,-75.84130096,20,NA,US,US-MD,Hurlock,3MD5,,3MD5
3MD6,small_airport,West St Mary's Airport,38.18899918,-76.44689941,50,NA,US,US-MD,Drayden,3MD6,,3MD6
3MD7,heliport,Green Terrace Heliport,39.40259933,-76.50499725,310,NA,US,US-MD,Baltimore,3MD7,,3MD7
3MD8,small_airport,Pokety Airport,38.61230087,-76.1710968,10,NA,US,US-MD,Cambridge,3MD8,,3MD8
3MD9,small_airport,Chandler Airport,38.11819839,-76.39129639,17,NA,US,US-MD,Ridge,3MD9,,3MD9
3ME7,seaplane_base,Peru / Destiny Cove SPB,44.460597,-70.396957,580,NA,US,US-ME,,3ME7,,
3ME8,seaplane_base,Mast Cove Seaplane Base,43.99499893,-70.64129639,267,NA,US,US-ME,Naples,3ME8,,3ME8
3MI0,small_airport,Doss Field,43.93700027,-85.02200317,1050,NA,US,US-MI,Lake George,3MI0,,3MI0
3MI1,heliport,Fuller Heliport,42.56230164,-83.65910339,1060,NA,US,US-MI,Milford,3MI1,,3MI1
3MI2,small_airport,South Fox Island Airport,45.39920044,-85.83010101,616,NA,US,US-MI,Northport,3MI2,,3MI2
3MI3,heliport,Zayti Field Heliport,42.440222,-83.515861,901,NA,US,US-MI,Novi,3MI3,,3MI3
3MI4,heliport,Clear Sky Heliport,42.18500137,-85.72170258,980,NA,US,US-MI,Kalamazoo,3MI4,,3MI4
3MI5,small_airport,Innes Acres Airport,43.45000076,-83.02770233,775,NA,US,US-MI,Decker,3MI5,,3MI5
3MI6,heliport,Highland Heliport,42.6570015,-83.65019989,1040,NA,US,US-MI,Highland,3MI6,,3MI6
3MI7,small_airport,Willie Run Airport,42.82920074,-83.36859894,1043,NA,US,US-MI,Ortonville,3MI7,,3MI7
3MI8,heliport,Bendix Heliport,42.48059845,-83.24770355,715,NA,US,US-MI,Southfield,3MI8,,3MI8
3MI9,seaplane_base,Ness Landing Seaplane Base,45.90390015,-86.97029877,580,NA,US,US-MI,Rapid River,3MI9,,3MI9
3MN0,seaplane_base,Shadduck Seaplane Base,45.29219818,-94.09470367,991,NA,US,US-MN,Annandale,3MN0,,3MN0
3MN1,small_airport,Stahlberg-Mohr Airport,47.44850159,-92.64489746,1380,NA,US,US-MN,Iron Junction,3MN1,,3MN1
3MN2,heliport,Mercy Hospital & Healthcare Center Heliport,46.44070053,-92.77549744,1060,NA,US,US-MN,Moose Lake,3MN2,,3MN2
3MN3,small_airport,Honker Flats Airport,48.53889847,-95.95200348,1190,NA,US,US-MN,Middle River,3MN3,,3MN3
3MN4,heliport,Agri Helicopter Inc. Heliport,44.09410095,-93.26799774,1148,NA,US,US-MN,Owatonna,3MN4,,3MN4
3MN5,small_airport,Little Rock/Rock Port Airport,45.72299957,-94.19390106,1055,NA,US,US-MN,Rice,3MN5,,3MN5
3MN6,heliport,Immanuel - St Joseph's Hospital Heliport,44.16889954,-93.99500275,1076,NA,US,US-MN,Mankato,3MN6,,3MN6
3MN7,small_airport,Blue Sky Airport,46.80049896,-96.59500122,927,NA,US,US-MN,Sabin,3MN7,,3MN7
3MN8,small_airport,Aysta Field,45.52270126,-94.12280273,1024,NA,US,US-MN,St Cloud,3MN8,,3MN8
3MN9,small_airport,Schumacher Airport,44.9844017,-93.93609619,1020,NA,US,US-MN,Oster,3MN9,,3MN9
3MO,small_airport,Osceola Municipal Airport,38.01860046,-93.69309998,900,NA,US,US-MO,Osceola,3MO,,3MO
